Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Government,Canada, Amarilla , High ,707, $260.00 , $350.00 ," $2,47,450.00 "," $2,22,705.00 "," $1,83,820.00 ","38,885.00",01-09-2014,9, September ,2014
Midmarket,France, Amarilla , High ,2072, $260.00 , $15.00 ," $31,080.00 "," $27,972.00 "," $20,720.00 ","7,252.00",01-12-2014,12, December ,2014
Small Business,France, Amarilla , High ,853, $260.00 , $300.00 ," $2,55,900.00 "," $2,30,310.00 "," $2,13,250.00 ","17,060.00",01-12-2014,12, December ,2014
Channel Partners,France, Carretera , High ,1198, $3.00 , $12.00 ," $14,376.00 "," $12,794.64 "," $3,594.00 ","9,20,064.00",01-10-2013,10, October ,2013
Government,France, Paseo , High ,2532, $10.00 , $7.00 ," $17,724.00 "," $15,774.36 "," $12,660.00 ","3,11,436.00",01-04-2014,4, April ,2014
Channel Partners,France, Paseo , High ,1198, $10.00 , $12.00 ," $14,376.00 "," $12,794.64 "," $3,594.00 ","9,20,064.00",01-10-2013,10, October ,2013
Midmarket,Canada, Velo , High ,384, $120.00 , $15.00 ," $5,760.00 "," $5,126.40 "," $3,840.00 ","12,864.00",01-01-2014,1, January ,2014
Channel Partners,Germany, Velo , High ,472, $120.00 , $12.00 ," $5,664.00 "," $5,040.96 "," $1,416.00 ","3,62,496.00",01-10-2014,10, October ,2014
Government,United States of America, VTT , High ,1579, $250.00 , $7.00 ," $11,053.00 "," $9,837.17 "," $7,895.00 ","1,94,217.00",01-03-2014,3, March ,2014
Channel Partners,Mexico, VTT , High ,1005, $250.00 , $12.00 ," $12,060.00 "," $10,733.40 "," $3,015.00 ","77,184.00",01-09-2013,9, September ,2013
Midmarket,United States of America, Amarilla , High ,3199.5, $260.00 , $15.00 ," $47,992.50 "," $42,713.33 "," $31,995.00 ","10,71,833.00",01-07-2014,7, July ,2014
Channel Partners,Germany, Amarilla , High ,472, $260.00 , $12.00 ," $5,664.00 "," $5,040.96 "," $1,416.00 ","3,62,496.00",01-10-2014,10, October ,2014
Channel Partners,Canada, Carretera , High ,1937, $3.00 , $12.00 ," $23,244.00 "," $20,687.16 "," $5,811.00 ","14,87,616.00",01-02-2014,2, February ,2014
Government,Germany, Carretera , High ,792, $3.00 , $350.00 ," $2,77,200.00 "," $2,46,708.00 "," $2,05,920.00 ","40,788.00",01-03-2014,3, March ,2014
Small Business,Germany, Carretera , High ,2811, $3.00 , $300.00 ," $8,43,300.00 "," $7,50,537.00 "," $7,02,750.00 ","47,787.00",01-07-2014,7, July ,2014
Enterprise,France, Carretera , High ,2441, $3.00 , $125.00 ," $3,05,125.00 "," $2,71,561.25 "," $2,92,920.00 ","-21,35,875.00",01-10-2014,10, October ,2014
Midmarket,Canada, Carretera , High ,1560, $3.00 , $15.00 ," $23,400.00 "," $20,826.00 "," $15,600.00 ","5,226.00",01-11-2013,11, November ,2013
Government,Mexico, Carretera , High ,2706, $3.00 , $7.00 ," $18,942.00 "," $16,858.38 "," $13,530.00 ","3,32,838.00",01-11-2013,11, November ,2013
Government,Germany, Montana , High ,766, $5.00 , $350.00 ," $2,68,100.00 "," $2,38,609.00 "," $1,99,160.00 ","39,449.00",01-01-2014,1, January ,2014
Government,Germany, Montana , High ,2992, $5.00 , $20.00 ," $59,840.00 "," $53,257.60 "," $29,920.00 ","2,33,376.00",01-10-2013,10, October ,2013
Midmarket,Mexico, Montana , High ,2157, $5.00 , $15.00 ," $32,355.00 "," $28,795.95 "," $21,570.00 ","7,22,595.00",01-12-2014,12, December ,2014
Small Business,Canada, Paseo , High ,873, $10.00 , $300.00 ," $2,61,900.00 "," $2,33,091.00 "," $2,18,250.00 ","14,841.00",01-01-2014,1, January ,2014
Government,Mexico, Paseo , High ,1122, $10.00 , $20.00 ," $22,440.00 "," $19,971.60 "," $11,220.00 ","87,516.00",01-03-2014,3, March ,2014
Government,Canada, Paseo , High ,2104.5, $10.00 , $350.00 ," $7,36,575.00 "," $6,55,551.75 "," $5,47,170.00 ","1,08,38,175.00",01-07-2014,7, July ,2014
Channel Partners,Canada, Paseo , High ,4026, $10.00 , $12.00 ," $48,312.00 "," $42,997.68 "," $12,078.00 ","30,91,968.00",01-07-2014,7, July ,2014
Channel Partners,France, Paseo , High ,2425.5, $10.00 , $12.00 ," $29,106.00 "," $25,904.34 "," $7,276.50 ","18,62,784.00",01-07-2014,7, July ,2014
Government,Canada, Paseo , High ,2394, $10.00 , $20.00 ," $47,880.00 "," $42,613.20 "," $23,940.00 ","1,86,732.00",01-08-2014,8, August ,2014
Midmarket,Mexico, Paseo , High ,1984, $10.00 , $15.00 ," $29,760.00 "," $26,486.40 "," $19,840.00 ","66,464.00",01-08-2014,8, August ,2014
Enterprise,France, Paseo , High ,2441, $10.00 , $125.00 ," $3,05,125.00 "," $2,71,561.25 "," $2,92,920.00 ","-21,35,875.00",01-10-2014,10, October ,2014
Government,Germany, Paseo , High ,2992, $10.00 , $20.00 ," $59,840.00 "," $53,257.60 "," $29,920.00 ","2,33,376.00",01-10-2013,10, October ,2013
Small Business,Canada, Paseo , High ,1366, $10.00 , $300.00 ," $4,09,800.00 "," $3,64,722.00 "," $3,41,500.00 ","23,222.00",01-11-2014,11, November ,2014
Government,France, Velo , High ,2805, $120.00 , $20.00 ," $56,100.00 "," $49,929.00 "," $28,050.00 ","21,879.00",01-09-2013,9, September ,2013
Midmarket,Mexico, Velo , High ,655, $120.00 , $15.00 ," $9,825.00 "," $8,744.25 "," $6,550.00 ","2,19,425.00",01-09-2013,9, September ,2013
Government,Mexico, Velo , High ,344, $120.00 , $350.00 ," $1,20,400.00 "," $1,07,156.00 "," $89,440.00 ","17,716.00",01-10-2013,10, October ,2013
Government,Canada, Velo , High ,1808, $120.00 , $7.00 ," $12,656.00 "," $11,263.84 "," $9,040.00 ","2,22,384.00",01-11-2014,11, November ,2014
Channel Partners,France, VTT , High ,1734, $250.00 , $12.00 ," $20,808.00 "," $18,519.12 "," $5,202.00 ","13,31,712.00",01-01-2014,1, January ,2014
Enterprise,Mexico, VTT , High ,554, $250.00 , $125.00 ," $69,250.00 "," $61,632.50 "," $66,480.00 ","-48,475.00",01-01-2014,1, January ,2014
Government,Canada, VTT , High ,2935, $250.00 , $20.00 ," $58,700.00 "," $52,243.00 "," $29,350.00 ","22,893.00",01-11-2013,11, November ,2013
Enterprise,Germany, Amarilla , High ,3165, $260.00 , $125.00 ," $3,95,625.00 "," $3,52,106.25 "," $3,79,800.00 ","-27,69,375.00",01-01-2014,1, January ,2014
Government,Mexico, Amarilla , High ,2629, $260.00 , $20.00 ," $52,580.00 "," $46,796.20 "," $26,290.00 ","2,05,062.00",01-01-2014,1, January ,2014
Enterprise,France, Amarilla , High ,1433, $260.00 , $125.00 ," $1,79,125.00 "," $1,59,421.25 "," $1,71,960.00 ","-12,53,875.00",01-05-2014,5, May ,2014
Enterprise,Mexico, Amarilla , High ,947, $260.00 , $125.00 ," $1,18,375.00 "," $1,05,353.75 "," $1,13,640.00 ","-8,28,625.00",01-09-2013,9, September ,2013
Government,Mexico, Amarilla , High ,344, $260.00 , $350.00 ," $1,20,400.00 "," $1,07,156.00 "," $89,440.00 ","17,716.00",01-10-2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ,2157, $260.00 , $15.00 ," $32,355.00 "," $28,795.95 "," $21,570.00 ","7,22,595.00",01-12-2014,12, December ,2014
Government,United States of America, Paseo , High ,380, $10.00 , $7.00 ," $2,660.00 "," $2,367.40 "," $1,900.00 ",4674,01-09-2013,9, September ,2013
Government,Mexico, Carretera , High ,886, $3.00 , $350.00 ," $3,10,100.00 "," $2,72,888.00 "," $2,30,360.00 ","42,528.00",01-06-2014,6, June ,2014
Enterprise,Canada, Carretera , High ,2416, $3.00 , $125.00 ," $3,02,000.00 "," $2,65,760.00 "," $2,89,920.00 ","-24,160.00",01-09-2013,9, September ,2013
Enterprise,Mexico, Carretera , High ,2156, $3.00 , $125.00 ," $2,69,500.00 "," $2,37,160.00 "," $2,58,720.00 ","-21,560.00",01-10-2014,10, October ,2014
Midmarket,Canada, Carretera , High ,2689, $3.00 , $15.00 ," $40,335.00 "," $35,494.80 "," $26,890.00 ","86,048.00",01-11-2014,11, November ,2014
Midmarket,United States of America, Montana , High ,677, $5.00 , $15.00 ," $10,155.00 "," $8,936.40 "," $6,770.00 ","21,664.00",01-03-2014,3, March ,2014
Small Business,France, Montana , High ,1773, $5.00 , $300.00 ," $5,31,900.00 "," $4,68,072.00 "," $4,43,250.00 ","24,822.00",01-04-2014,4, April ,2014
Government,Mexico, Montana , High ,2420, $5.00 , $7.00 ," $16,940.00 "," $14,907.20 "," $12,100.00 ","28,072.00",01-09-2014,9, September ,2014
Government,Canada, Montana , High ,2734, $5.00 , $7.00 ," $19,138.00 "," $16,841.44 "," $13,670.00 ","3,17,144.00",01-10-2014,10, October ,2014
Government,Mexico, Montana , High ,1715, $5.00 , $20.00 ," $34,300.00 "," $30,184.00 "," $17,150.00 ","13,034.00",01-10-2013,10, October ,2013
Small Business,France, Montana , High ,1186, $5.00 , $300.00 ," $3,55,800.00 "," $3,13,104.00 "," $2,96,500.00 ","16,604.00",01-12-2013,12, December ,2013
Small Business,United States of America, Paseo , High ,3495, $10.00 , $300.00 ," $10,48,500.00 "," $9,22,680.00 "," $8,73,750.00 ","48,930.00",01-01-2014,1, January ,2014
Government,Mexico, Paseo , High ,886, $10.00 , $350.00 ," $3,10,100.00 "," $2,72,888.00 "," $2,30,360.00 ","42,528.00",01-06-2014,6, June ,2014
Enterprise,Mexico, Paseo , High ,2156, $10.00 , $125.00 ," $2,69,500.00 "," $2,37,160.00 "," $2,58,720.00 ","-21,560.00",01-10-2014,10, October ,2014
Government,Mexico, Paseo , High ,905, $10.00 , $20.00 ," $18,100.00 "," $15,928.00 "," $9,050.00 ","6,878.00",01-10-2014,10, October ,2014
Government,Mexico, Paseo , High ,1715, $10.00 , $20.00 ," $34,300.00 "," $30,184.00 "," $17,150.00 ","13,034.00",01-10-2013,10, October ,2013
Government,France, Paseo , High ,1594, $10.00 , $350.00 ," $5,57,900.00 "," $4,90,952.00 "," $4,14,440.00 ","76,512.00",01-11-2014,11, November ,2014
Small Business,Germany, Paseo , High ,1359, $10.00 , $300.00 ," $4,07,700.00 "," $3,58,776.00 "," $3,39,750.00 ","19,026.00",01-11-2014,11, November ,2014
Small Business,Mexico, Paseo , High ,2150, $10.00 , $300.00 ," $6,45,000.00 "," $5,67,600.00 "," $5,37,500.00 ","30,100.00",01-11-2014,11, November ,2014
Government,Mexico, Paseo , High ,1197, $10.00 , $350.00 ," $4,18,950.00 "," $3,68,676.00 "," $3,11,220.00 ","57,456.00",01-11-2014,11, November ,2014
Midmarket,Mexico, Paseo , High ,380, $10.00 , $15.00 ," $5,700.00 "," $5,016.00 "," $3,800.00 ","1,216.00",01-12-2013,12, December ,2013
Government,Mexico, Paseo , High ,1233, $10.00 , $20.00 ," $24,660.00 "," $21,700.80 "," $12,330.00 ","93,708.00",01-12-2014,12, December ,2014
Government,Mexico, Velo , High ,1395, $120.00 , $350.00 ," $4,88,250.00 "," $4,29,660.00 "," $3,62,700.00 ","66,960.00",01-07-2014,7, July ,2014
Government,United States of America, Velo , High ,986, $120.00 , $350.00 ," $3,45,100.00 "," $3,03,688.00 "," $2,56,360.00 ","47,328.00",01-10-2014,10, October ,2014
Government,Mexico, Velo , High ,905, $120.00 , $20.00 ," $18,100.00 "," $15,928.00 "," $9,050.00 ","6,878.00",01-10-2014,10, October ,2014
Channel Partners,Canada, VTT , High ,2109, $250.00 , $12.00 ," $25,308.00 "," $22,271.04 "," $6,327.00 ","15,94,404.00",01-05-2014,5, May ,2014
Midmarket,France, VTT , High ,3874.5, $250.00 , $15.00 ," $58,117.50 "," $51,143.40 "," $38,745.00 ","1,23,984.00",01-07-2014,7, July ,2014
Government,Canada, VTT , High ,623, $250.00 , $350.00 ," $2,18,050.00 "," $1,91,884.00 "," $1,61,980.00 ","29,904.00",01-09-2013,9, September ,2013
Government,United States of America, VTT , High ,986, $250.00 , $350.00 ," $3,45,100.00 "," $3,03,688.00 "," $2,56,360.00 ","47,328.00",01-10-2014,10, October ,2014
Enterprise,United States of America, VTT , High ,2387, $250.00 , $125.00 ," $2,98,375.00 "," $2,62,570.00 "," $2,86,440.00 ","-23,870.00",01-11-2014,11, November ,2014
Government,Mexico, VTT , High ,1233, $250.00 , $20.00 ," $24,660.00 "," $21,700.80 "," $12,330.00 ","93,708.00",01-12-2014,12, December ,2014
Government,United States of America, Amarilla , High ,270, $260.00 , $350.00 ," $94,500.00 "," $83,160.00 "," $70,200.00 ","12,960.00",01-02-2014,2, February ,2014
Government,France, Amarilla , High ,3421.5, $260.00 , $7.00 ," $23,950.50 "," $21,076.44 "," $17,107.50 ","3,96,894.00",01-07-2014,7, July ,2014
Government,Canada, Amarilla , High ,2734, $260.00 , $7.00 ," $19,138.00 "," $16,841.44 "," $13,670.00 ","3,17,144.00",01-10-2014,10, October ,2014
Midmarket,United States of America, Amarilla , High ,2548, $260.00 , $15.00 ," $38,220.00 "," $33,633.60 "," $25,480.00 ","81,536.00",01-11-2013,11, November ,2013
Government,France, Carretera , High ,2521.5, $3.00 , $20.00 ," $50,430.00 "," $44,378.40 "," $25,215.00 ","1,91,634.00",01-01-2014,1, January ,2014
Channel Partners,Mexico, Montana , High ,2661, $5.00 , $12.00 ," $31,932.00 "," $28,100.16 "," $7,983.00 ","20,11,716.00",01-05-2014,5, May ,2014
Government,Germany, Paseo , High ,1531, $10.00 , $20.00 ," $30,620.00 "," $26,945.60 "," $15,310.00 ","1,16,356.00",01-12-2014,12, December ,2014
Government,France, VTT , High ,1491, $250.00 , $7.00 ," $10,437.00 "," $9,184.56 "," $7,455.00 ","1,72,956.00",01-03-2014,3, March ,2014
Government,Germany, VTT , High ,1531, $250.00 , $20.00 ," $30,620.00 "," $26,945.60 "," $15,310.00 ","1,16,356.00",01-12-2014,12, December ,2014
Channel Partners,Canada, Amarilla , High ,2761, $260.00 , $12.00 ," $33,132.00 "," $29,156.16 "," $8,283.00 ","20,87,316.00",01-09-2013,9, September ,2013
Midmarket,United States of America, Carretera , High ,2567, $3.00 , $15.00 ," $38,505.00 "," $33,499.35 "," $25,670.00 ","7,82,935.00",01-06-2014,6, June ,2014
Midmarket,United States of America, VTT , High ,2567, $250.00 , $15.00 ," $38,505.00 "," $33,499.35 "," $25,670.00 ","7,82,935.00",01-06-2014,6, June ,2014
Government,Canada, Carretera , High ,923, $3.00 , $350.00 ," $3,23,050.00 "," $2,81,053.50 "," $2,39,980.00 ","4,10,735.00",01-03-2014,3, March ,2014
Government,France, Carretera , High ,1790, $3.00 , $350.00 ," $6,26,500.00 "," $5,45,055.00 "," $4,65,400.00 ","79,655.00",01-03-2014,3, March ,2014
Government,Germany, Carretera , High ,442, $3.00 , $20.00 ," $8,840.00 "," $7,690.80 "," $4,420.00 ","32,708.00",01-09-2013,9, September ,2013
Government,United States of America, Montana , High ,982.5, $5.00 , $350.00 ," $3,43,875.00 "," $2,99,171.25 "," $2,55,450.00 ","43,72,125.00",01-01-2014,1, January ,2014
Government,United States of America, Montana , High ,1298, $5.00 , $7.00 ," $9,086.00 "," $7,904.82 "," $6,490.00 ","1,41,482.00",01-02-2014,2, February ,2014
Channel Partners,Mexico, Montana , High ,604, $5.00 , $12.00 ," $7,248.00 "," $6,305.76 "," $1,812.00 ","4,49,376.00",01-06-2014,6, June ,2014
Government,Mexico, Montana , High ,2255, $5.00 , $20.00 ," $45,100.00 "," $39,237.00 "," $22,550.00 ","16,687.00",01-07-2014,7, July ,2014
Government,Canada, Montana , High ,1249, $5.00 , $20.00 ," $24,980.00 "," $21,732.60 "," $12,490.00 ","92,426.00",01-10-2014,10, October ,2014
Government,United States of America, Paseo , High ,1438.5, $10.00 , $7.00 ," $10,069.50 "," $8,760.47 "," $7,192.50 ","1,56,797.00",01-01-2014,1, January ,2014
Small Business,Germany, Paseo , High ,807, $10.00 , $300.00 ," $2,42,100.00 "," $2,10,627.00 "," $2,01,750.00 ","8,877.00",01-01-2014,1, January ,2014
Government,United States of America, Paseo , High ,2641, $10.00 , $20.00 ," $52,820.00 "," $45,953.40 "," $26,410.00 ","1,95,434.00",01-02-2014,2, February ,2014
Government,Germany, Paseo , High ,2708, $10.00 , $20.00 ," $54,160.00 "," $47,119.20 "," $27,080.00 ","2,00,392.00",01-02-2014,2, February ,2014
Government,Canada, Paseo , High ,2632, $10.00 , $350.00 ," $9,21,200.00 "," $8,01,444.00 "," $6,84,320.00 ","1,17,124.00",01-06-2014,6, June ,2014
Enterprise,Canada, Paseo , High ,1583, $10.00 , $125.00 ," $1,97,875.00 "," $1,72,151.25 "," $1,89,960.00 ","-17,80,875.00",01-06-2014,6, June ,2014
Channel Partners,Mexico, Paseo , High ,571, $10.00 , $12.00 ," $6,852.00 "," $5,961.24 "," $1,713.00 ","4,24,824.00",01-07-2014,7, July ,2014
Government,France, Paseo , High ,2696, $10.00 , $7.00 ," $18,872.00 "," $16,418.64 "," $13,480.00 ","2,93,864.00",01-08-2014,8, August ,2014
Midmarket,Canada, Paseo , High ,1565, $10.00 , $15.00 ," $23,475.00 "," $20,423.25 "," $15,650.00 ","4,77,325.00",01-10-2014,10, October ,2014
Government,Canada, Paseo , High ,1249, $10.00 , $20.00 ," $24,980.00 "," $21,732.60 "," $12,490.00 ","92,426.00",01-10-2014,10, October ,2014
Government,Germany, Paseo , High ,357, $10.00 , $350.00 ," $1,24,950.00 "," $1,08,706.50 "," $92,820.00 ","1,58,865.00",01-11-2014,11, November ,2014
Channel Partners,Germany, Paseo , High ,1013, $10.00 , $12.00 ," $12,156.00 "," $10,575.72 "," $3,039.00 ","7,53,672.00",01-12-2014,12, December ,2014
Midmarket,France, Velo , High ,3997.5, $120.00 , $15.00 ," $59,962.50 "," $52,167.38 "," $39,975.00 ","12,19,238.00",01-01-2014,1, January ,2014
Government,Canada, Velo , High ,2632, $120.00 , $350.00 ," $9,21,200.00 "," $8,01,444.00 "," $6,84,320.00 ","1,17,124.00",01-06-2014,6, June ,2014
Government,France, Velo , High ,1190, $120.00 , $7.00 ," $8,330.00 "," $7,247.10 "," $5,950.00 ","12,971.00",01-06-2014,6, June ,2014
Channel Partners,Mexico, Velo , High ,604, $120.00 , $12.00 ," $7,248.00 "," $6,305.76 "," $1,812.00 ","4,49,376.00",01-06-2014,6, June ,2014
Midmarket,Germany, Velo , High ,660, $120.00 , $15.00 ," $9,900.00 "," $8,613.00 "," $6,600.00 ","2,013.00",01-09-2013,9, September ,2013
Channel Partners,Mexico, Velo , High ,410, $120.00 , $12.00 ," $4,920.00 "," $4,280.40 "," $1,230.00 ","30,504.00",01-10-2014,10, October ,2014
Small Business,Mexico, Velo , High ,2605, $120.00 , $300.00 ," $7,81,500.00 "," $6,79,905.00 "," $6,51,250.00 ","28,655.00",01-11-2013,11, November ,2013
Channel Partners,Germany, Velo , High ,1013, $120.00 , $12.00 ," $12,156.00 "," $10,575.72 "," $3,039.00 ","7,53,672.00",01-12-2014,12, December ,2014
Enterprise,Canada, VTT , High ,1583, $250.00 , $125.00 ," $1,97,875.00 "," $1,72,151.25 "," $1,89,960.00 ","-17,80,875.00",01-06-2014,6, June ,2014
Midmarket,Canada, VTT , High ,1565, $250.00 , $15.00 ," $23,475.00 "," $20,423.25 "," $15,650.00 ","4,77,325.00",01-10-2014,10, October ,2014
Enterprise,Canada, Amarilla , High ,1659, $260.00 , $125.00 ," $2,07,375.00 "," $1,80,416.25 "," $1,99,080.00 ","18,66,375.00",01-01-2014,1, January ,2014
Government,France, Amarilla , High ,1190, $260.00 , $7.00 ," $8,330.00 "," $7,247.10 "," $5,950.00 ","12,971.00",01-06-2014,6, June ,2014
Channel Partners,Mexico, Amarilla , High ,410, $260.00 , $12.00 ," $4,920.00 "," $4,280.40 "," $1,230.00 ","30,504.00",01-10-2014,10, October ,2014
Channel Partners,Germany, Amarilla , High ,1770, $260.00 , $12.00 ," $21,240.00 "," $18,478.80 "," $5,310.00 ","1,31,688.00",01-12-2013,12, December ,2013
Government,Mexico, Carretera , High ,2579, $3.00 , $20.00 ," $51,580.00 "," $44,358.80 "," $25,790.00 ","1,85,688.00",01-04-2014,4, April ,2014
Government,United States of America, Carretera , High ,1743, $3.00 , $20.00 ," $34,860.00 "," $29,979.60 "," $17,430.00 ","1,25,496.00",01-05-2014,5, May ,2014
Government,United States of America, Carretera , High ,2996, $3.00 , $7.00 ," $20,972.00 "," $18,035.92 "," $14,980.00 ","3,05,592.00",01-10-2013,10, October ,2013
Government,Germany, Carretera , High ,280, $3.00 , $7.00 ," $1,960.00 "," $1,685.60 "," $1,400.00 ",2856,01-12-2014,12, December ,2014
Government,France, Montana , High ,293, $5.00 , $7.00 ," $2,051.00 "," $1,763.86 "," $1,465.00 ",29886,01-02-2014,2, February ,2014
Government,United States of America, Montana , High ,2996, $5.00 , $7.00 ," $20,972.00 "," $18,035.92 "," $14,980.00 ","3,05,592.00",01-10-2013,10, October ,2013
Midmarket,Germany, Paseo , High ,278, $10.00 , $15.00 ," $4,170.00 "," $3,586.20 "," $2,780.00 ",8062,01-02-2014,2, February ,2014
Government,Canada, Paseo , High ,2428, $10.00 , $20.00 ," $48,560.00 "," $41,761.60 "," $24,280.00 ","1,74,816.00",01-03-2014,3, March ,2014
Midmarket,United States of America, Paseo , High ,1767, $10.00 , $15.00 ," $26,505.00 "," $22,794.30 "," $17,670.00 ","51,243.00",01-09-2014,9, September ,2014
Channel Partners,France, Paseo , High ,1393, $10.00 , $12.00 ," $16,716.00 "," $14,375.76 "," $4,179.00 ","10,19,676.00",01-10-2014,10, October ,2014
Government,Germany, VTT , High ,280, $250.00 , $7.00 ," $1,960.00 "," $1,685.60 "," $1,400.00 ",2856,01-12-2014,12, December ,2014
Channel Partners,France, Amarilla , High ,1393, $260.00 , $12.00 ," $16,716.00 "," $14,375.76 "," $4,179.00 ","10,19,676.00",01-10-2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ,2015, $260.00 , $12.00 ," $24,180.00 "," $20,794.80 "," $6,045.00 ","1,47,498.00",01-12-2013,12, December ,2013
Small Business,Mexico, Carretera , High ,801, $3.00 , $300.00 ," $2,40,300.00 "," $2,06,658.00 "," $2,00,250.00 ","6,408.00",01-07-2014,7, July ,2014
Enterprise,France, Carretera , High ,1023, $3.00 , $125.00 ," $1,27,875.00 "," $1,09,972.50 "," $1,22,760.00 ","1,27,875.00",01-09-2013,9, September ,2013
Small Business,Canada, Carretera , High ,1496, $3.00 , $300.00 ," $4,48,800.00 "," $3,85,968.00 "," $3,74,000.00 ","11,968.00",01-10-2014,10, October ,2014
Small Business,United States of America, Carretera , High ,1010, $3.00 , $300.00 ," $3,03,000.00 "," $2,60,580.00 "," $2,52,500.00 ","8,080.00",01-10-2014,10, October ,2014
Midmarket,Germany, Carretera , High ,1513, $3.00 , $15.00 ," $22,695.00 "," $19,517.70 "," $15,130.00 ","43,877.00",01-11-2014,11, November ,2014
Midmarket,Canada, Carretera , High ,2300, $3.00 , $15.00 ," $34,500.00 "," $29,670.00 "," $23,000.00 ","6,670.00",01-12-2014,12, December ,2014
Enterprise,Mexico, Carretera , High ,2821, $3.00 , $125.00 ," $3,52,625.00 "," $3,03,257.50 "," $3,38,520.00 ","3,52,625.00",01-12-2013,12, December ,2013
Government,Canada, Montana , High ,2227.5, $5.00 , $350.00 ," $7,79,625.00 "," $6,70,477.50 "," $5,79,150.00 ","9,13,275.00",01-01-2014,1, January ,2014
Government,Germany, Montana , High ,1199, $5.00 , $350.00 ," $4,19,650.00 "," $3,60,899.00 "," $3,11,740.00 ","49,159.00",01-04-2014,4, April ,2014
Government,Canada, Montana , High ,200, $5.00 , $350.00 ," $70,000.00 "," $60,200.00 "," $52,000.00 ","8,200.00",01-05-2014,5, May ,2014
Government,Canada, Montana , High ,388, $5.00 , $7.00 ," $2,716.00 "," $2,335.76 "," $1,940.00 ",39576,01-09-2014,9, September ,2014
Government,Mexico, Montana , High ,1727, $5.00 , $7.00 ," $12,089.00 "," $10,396.54 "," $8,635.00 ","1,76,154.00",01-10-2013,10, October ,2013
Midmarket,Canada, Montana , High ,2300, $5.00 , $15.00 ," $34,500.00 "," $29,670.00 "," $23,000.00 ","6,670.00",01-12-2014,12, December ,2014
Government,Mexico, Paseo , High ,260, $10.00 , $20.00 ," $5,200.00 "," $4,472.00 "," $2,600.00 ","1,872.00",01-02-2014,2, February ,2014
Midmarket,Canada, Paseo , High ,2470, $10.00 , $15.00 ," $37,050.00 "," $31,863.00 "," $24,700.00 ","7,163.00",01-09-2013,9, September ,2013
Midmarket,Canada, Paseo , High ,1743, $10.00 , $15.00 ," $26,145.00 "," $22,484.70 "," $17,430.00 ","50,547.00",01-10-2013,10, October ,2013
Channel Partners,United States of America, Paseo , High ,2914, $10.00 , $12.00 ," $34,968.00 "," $30,072.48 "," $8,742.00 ","21,33,048.00",01-10-2014,10, October ,2014
Government,France, Paseo , High ,1731, $10.00 , $7.00 ," $12,117.00 "," $10,420.62 "," $8,655.00 ","1,76,562.00",01-10-2014,10, October ,2014
Government,Canada, Paseo , High ,700, $10.00 , $350.00 ," $2,45,000.00 "," $2,10,700.00 "," $1,82,000.00 ","28,700.00",01-11-2014,11, November ,2014
Channel Partners,Canada, Paseo , High ,2222, $10.00 , $12.00 ," $26,664.00 "," $22,931.04 "," $6,666.00 ","16,26,504.00",01-11-2013,11, November ,2013
Government,United States of America, Paseo , High ,1177, $10.00 , $350.00 ," $4,11,950.00 "," $3,54,277.00 "," $3,06,020.00 ","48,257.00",01-11-2014,11, November ,2014
Government,France, Paseo , High ,1922, $10.00 , $350.00 ," $6,72,700.00 "," $5,78,522.00 "," $4,99,720.00 ","78,802.00",01-11-2013,11, November ,2013
Enterprise,Mexico, Velo , High ,1575, $120.00 , $125.00 ," $1,96,875.00 "," $1,69,312.50 "," $1,89,000.00 ","-1,96,875.00",01-02-2014,2, February ,2014
Government,United States of America, Velo , High ,606, $120.00 , $20.00 ," $12,120.00 "," $10,423.20 "," $6,060.00 ","43,632.00",01-04-2014,4, April ,2014
Small Business,United States of America, Velo , High ,2460, $120.00 , $300.00 ," $7,38,000.00 "," $6,34,680.00 "," $6,15,000.00 ","19,680.00",01-07-2014,7, July ,2014
Small Business,Canada, Velo , High ,269, $120.00 , $300.00 ," $80,700.00 "," $69,402.00 "," $67,250.00 ","2,152.00",01-10-2013,10, October ,2013
Small Business,Germany, Velo , High ,2536, $120.00 , $300.00 ," $7,60,800.00 "," $6,54,288.00 "," $6,34,000.00 ","20,288.00",01-11-2013,11, November ,2013
Government,Mexico, VTT , High ,2903, $250.00 , $7.00 ," $20,321.00 "," $17,476.06 "," $14,515.00 ","2,96,106.00",01-03-2014,3, March ,2014
Small Business,United States of America, VTT , High ,2541, $250.00 , $300.00 ," $7,62,300.00 "," $6,55,578.00 "," $6,35,250.00 ","20,328.00",01-08-2014,8, August ,2014
Small Business,Canada, VTT , High ,269, $250.00 , $300.00 ," $80,700.00 "," $69,402.00 "," $67,250.00 ","2,152.00",01-10-2013,10, October ,2013
Small Business,Canada, VTT , High ,1496, $250.00 , $300.00 ," $4,48,800.00 "," $3,85,968.00 "," $3,74,000.00 ","11,968.00",01-10-2014,10, October ,2014
Small Business,United States of America, VTT , High ,1010, $250.00 , $300.00 ," $3,03,000.00 "," $2,60,580.00 "," $2,52,500.00 ","8,080.00",01-10-2014,10, October ,2014
Government,France, VTT , High ,1281, $250.00 , $350.00 ," $4,48,350.00 "," $3,85,581.00 "," $3,33,060.00 ","52,521.00",01-12-2013,12, December ,2013
